zip,primary_city,state,timezone,area_codes,country,county
501,Holtsville,NY,America/New_York,631,US,Suffolk County
544,Holtsville,NY,America/New_York,631,US,Suffolk County
601,Adjuntas,PR,America/Puerto_Rico,"787,939",US,Adjuntas
602,Aguada,PR,,787,US,Aguada
603,Aguadilla,PR,America/Puerto_Rico,787,US,Aguadilla
604,Aguadilla,PR,,,US,Aguadilla
605,Aguadilla,PR,,,US,Aguadilla
606,Maricao,PR,America/Puerto_Rico,"787,939",US,Maricao
610,Anasco,PR,,787,US,Añasco
611,Angeles,PR,,,US,Añasco
612,Arecibo,PR,America/Puerto_Rico,787,US,Arecibo
613,Arecibo,PR,,,US,Arecibo
614,Arecibo,PR,,,US,Arecibo
616,Bajadero,PR,America/Puerto_Rico,,US,Arecibo
617,Barceloneta,PR,America/Puerto_Rico,787,US,Barceloneta
622,Boqueron,PR,,787,US,Cabo Rojo
623,Cabo Rojo,PR,,787,US,Cabo Rojo
624,Penuelas,PR,,787,US,Peñuelas
627,Camuy,PR,,787,US,Camuy
631,Castaner,PR,,,US,Lares
636,Rosario,PR,,,US,Lares
637,Sabana Grande,PR,,787,US,Sabana Grande
638,Ciales,PR,,787,US,Ciales
641,Utuado,PR,,787,US,Utuado
646,Dorado,PR,,787,US,Dorado
647,Ensenada,PR,,,US,Guánica
650,Florida,PR,,"787,939",US,Florida
652,Garrochales,PR,America/Puerto_Rico,787,US,Arecibo
653,Guanica,PR,,787,US,Guánica
656,Guayanilla,PR,,787,US,Guayanilla
659,Hatillo,PR,,,US,Hatillo
660,Hormigueros,PR,,787,US,Hormigueros
662,Isabela,PR,,787,US,Isabela
664,Jayuya,PR,,787,US,Jayuya
667,Lajas,PR,,"787,939",US,Lajas
669,Lares,PR,,787,US,Lares
670,Las Marias,PR,,"787,939",US,Las Marías
674,Manati,PR,,787,US,Manatí
676,Moca,PR,,787,US,Moca
677,Rincon,PR,,"787,939",US,Rincón
678,Quebradillas,PR,,787,US,Quebradillas
680,Mayaguez,PR,,787,US,Mayagüez
681,Mayaguez,PR,,,US,Mayagüez
682,Mayaguez,PR,,787,US,Mayagüez
683,San German,PR,,787,US,San Germán
685,San Sebastian,PR,,787,US,San Sebastián
687,Morovis,PR,,787,US,Morovis
688,Sabana Hoyos,PR,,787,US,Arecibo
690,San Antonio,PR,,,US,Aguadilla
692,Vega Alta,PR,,787,US,Vega Alta
693,Vega Baja,PR,,787,US,Vega Baja
694,Vega Baja,PR,,,US,Vega Baja
698,Yauco,PR,,787,US,Yauco
703,Aguas Buenas,PR,,787,US,Aguas Buenas
704,Aguirre,PR,,,US,Salinas
705,Aibonito,PR,,787,US,Aibonito
707,Maunabo,PR,,"787,939",US,Maunabo
714,Arroyo,PR,,"787,939",US,Arroyo
715,Mercedita,PR,,787,US,Ponce
716,Ponce,PR,,787,US,Ponce
717,Ponce,PR,,,US,Ponce
718,Naguabo,PR,,787,US,Naguabo
719,Naranjito,PR,,787,US,Naranjito
720,Orocovis,PR,,"787,939",US,Orocovis
721,Palmer,PR,,,US,Orocovis
723,Patillas,PR,America/Puerto_Rico,,US,Patillas
725,Caguas,PR,,787,US,Caguas
726,Caguas,PR,,,US,Caguas
727,Caguas,PR,,787,US,Caguas
728,Ponce,PR,,,US,Ponce
729,Canovanas,PR,America/Puerto_Rico,787,US,Canóvanas
730,Ponce,PR,,787,US,Ponce
731,Ponce,PR,,787,US,Ponce
732,Ponce,PR,,,US,Ponce
733,Ponce,PR,,,US,Ponce
734,Ponce,PR,,,US,Ponce
735,Ceiba,PR,,787,US,Ceiba
736,Cayey,PR,,787,US,Cayey
737,Cayey,PR,,,US,Cayey
738,Fajardo,PR,,787,US,Fajardo
739,Cidra,PR,,787,US,Cidra
740,Puerto Real,PR,,,US,Fajardo
741,Punta Santiago,PR,,,US,Humacao
742,Roosevelt Roads,PR,,,US,Humacao
744,Rio Blanco,PR,,,US,Humacao
745,Rio Grande,PR,,787,US,Río Grande
751,Salinas,PR,,787,US,Salinas
754,San Lorenzo,PR,,787,US,San Lorenzo
757,Santa Isabel,PR,America/Puerto_Rico,787,US,Santa Isabel
765,Vieques,PR,,787,US,Vieques
766,Villalba,PR,,,US,Villalba
767,Yabucoa,PR,,787,US,Yabucoa
769,Coamo,PR,,787,US,Coamo
771,Las Piedras,PR,,787,US,Las Piedras
772,Loiza,PR,,,US,Loíza
773,Luquillo,PR,,787,US,Luquillo
775,Culebra,PR,,,US,Culebra
777,Juncos,PR,,787,US,Juncos
778,Gurabo,PR,,787,US,Gurabo
780,Coto Laurel,PR,,"787,939",US,Ponce
782,Comerio,PR,,787,US,Comerío
783,Corozal,PR,,787,US,Corozal
784,Guayama,PR,,"787,939",US,Guayama
785,Guayama,PR,,,US,Guayama
786,La Plata,PR,America/Puerto_Rico,,US,Aibonito
791,Humacao,PR,,787,US,Humacao
792,Humacao,PR,,,US,Humacao
794,Barranquitas,PR,,787,US,Barranquitas
795,Juana Diaz,PR,,"787,939",US,Juana Díaz
801,St Thomas,VI,,,US,Juana Díaz
802,St Thomas,VI,,340,US,Juana Díaz
803,St Thomas,VI,,,US,Juana Díaz
804,St Thomas,VI,,,US,Juana Díaz
805,St Thomas,VI,,,US,Juana Díaz
820,Christiansted,VI,,340,US,Juana Díaz
821,Christiansted,VI,,,US,Juana Díaz
822,Christiansted,VI,,,US,Juana Díaz
823,Christiansted,VI,,,US,Juana Díaz
824,Christiansted,VI,,,US,Juana Díaz
830,St John,VI,,,US,Juana Díaz
831,St John,VI,,,US,Juana Díaz
840,Frederiksted,VI,,340,US,Juana Díaz
841,Frederiksted,VI,,,US,Juana Díaz
850,Kingshill,VI,,340,US,Juana Díaz
851,Kingshill,VI,,,US,Juana Díaz
901,San Juan,PR,,,US,San Juan
902,San Juan,PR,,,US,San Juan
906,San Juan,PR,,,US,San Juan
907,San Juan,PR,,787,US,San Juan
908,San Juan,PR,,,US,San Juan
909,San Juan,PR,,"787,939",US,San Juan
910,San Juan,PR,,,US,San Juan
911,San Juan,PR,,787,US,San Juan
912,San Juan,PR,,"787,939",US,San Juan
913,San Juan,PR,,,US,San Juan
914,San Juan,PR,,,US,San Juan
915,San Juan,PR,,787,US,San Juan
916,San Juan,PR,,,US,San Juan
917,San Juan,PR,,,US,San Juan
918,San Juan,PR,,,US,San Juan
919,San Juan,PR,,,US,San Juan
920,San Juan,PR,,"787,939",US,San Juan
921,San Juan,PR,,,US,San Juan
922,San Juan,PR,,,US,San Juan
923,San Juan,PR,,,US,San Juan
924,San Juan,PR,,787,US,San Juan
925,San Juan,PR,,,US,San Juan
926,San Juan,PR,,787,US,San Juan
927,San Juan,PR,,787,US,San Juan
928,San Juan,PR,,,US,San Juan
929,San Juan,PR,America/Puerto_Rico,,US,San Juan
930,San Juan,PR,,,US,San Juan
931,San Juan,PR,America/Puerto_Rico,,US,San Juan
933,San Juan,PR,America/Puerto_Rico,,US,San Juan
934,Fort Buchanan,PR,,,US,Guaynabo
935,San Juan,PR,America/Puerto_Rico,,US,Guaynabo
936,San Juan,PR,,,US,San Juan
937,San Juan,PR,America/Puerto_Rico,,US,San Juan
939,San Juan,PR,America/Puerto_Rico,,US,San Juan
940,San Juan,PR,,,US,San Juan
949,Toa Baja,PR,,"787,939",US,Toa Baja
950,Toa Baja,PR,,,US,Dorado
951,Toa Baja,PR,,,US,Toa Baja
952,Sabana Seca,PR,America/Puerto_Rico,,US,Toa Baja
953,Toa Alta,PR,America/Puerto_Rico,787,US,Toa Alta
954,Toa Alta,PR,America/Puerto_Rico,,US,Toa Alta
955,San Juan,PR,America/Puerto_Rico,,US,Toa Alta
956,Bayamon,PR,America/Puerto_Rico,787,US,Bayamón
957,Bayamon,PR,America/Puerto_Rico,"787,939",US,Bayamón
958,Bayamon,PR,America/Puerto_Rico,,US,Bayamón
959,Bayamon,PR,America/Puerto_Rico,787,US,Bayamón
960,Bayamon,PR,,,US,Bayamón
961,Bayamon,PR,America/Puerto_Rico,787,US,Bayamón
962,Catano,PR,America/Puerto_Rico,787,US,Cataño
963,Catano,PR,America/Puerto_Rico,,US,Cataño
965,Guaynabo,PR,America/Puerto_Rico,787,US,Guaynabo
966,Guaynabo,PR,America/Puerto_Rico,"787,939",US,Guaynabo
968,Guaynabo,PR,America/Puerto_Rico,787,US,Guaynabo
969,Guaynabo,PR,America/Puerto_Rico,787,US,Guaynabo
970,Guaynabo,PR,,,US,Guaynabo
971,Guaynabo,PR,America/Puerto_Rico,787,US,Guaynabo
975,San Juan,PR,America/Puerto_Rico,,US,Guaynabo
976,Trujillo Alto,PR,America/Puerto_Rico,"787,939",US,Trujillo Alto
977,Trujillo Alto,PR,,,US,Trujillo Alto
978,Saint Just,PR,America/Puerto_Rico,,US,Trujillo Alto
979,Carolina,PR,America/Puerto_Rico,787,US,Carolina
981,Carolina,PR,America/Puerto_Rico,,US,Carolina
982,Carolina,PR,America/Puerto_Rico,787,US,Carolina
983,Carolina,PR,America/Puerto_Rico,,US,Carolina
984,Carolina,PR,America/Puerto_Rico,,US,Carolina
985,Carolina,PR,America/Puerto_Rico,787,US,Carolina
986,Carolina,PR,America/Puerto_Rico,,US,Carolina
987,Carolina,PR,America/Puerto_Rico,787,US,Carolina
988,Carolina,PR,America/Puerto_Rico,,US,Carolina
1001,Agawam,MA,America/New_York,413,US,Hampden
1002,Amherst,MA,America/New_York,413,US,Hampshire
1003,Amherst,MA,America/New_York,413,US,Hampshire
1004,Amherst,MA,America/New_York,413,US,Hampshire
1005,Barre,MA,America/New_York,978,US,Worcester
1007,Belchertown,MA,America/New_York,413,US,Hampshire
1008,Blandford,MA,America/New_York,413,US,Hampden
1009,Bondsville,MA,America/New_York,413,US,Hampden
1010,Brimfield,MA,America/New_York,413,US,Hampden
1011,Chester,MA,America/New_York,413,US,Hampden
1012,Chesterfield,MA,America/New_York,413,US,Hampshire
1013,Chicopee,MA,America/New_York,413,US,Hampden
1014,Chicopee,MA,America/New_York,413,US,Hampden
1020,Chicopee,MA,America/New_York,413,US,Hampden
1021,Chicopee,MA,America/New_York,413,US,Hampden
1022,Chicopee,MA,America/New_York,413,US,Hampden
1026,Cummington,MA,America/New_York,413,US,Hampshire
1027,Easthampton,MA,America/New_York,413,US,Hampshire
1028,East Longmeadow,MA,America/New_York,413,US,Hampden
1029,East Otis,MA,America/New_York,413,US,Berkshire
1030,Feeding Hills,MA,America/New_York,413,US,Hampden
1031,Gilbertville,MA,America/New_York,413,US,Worcester
1032,Goshen,MA,America/New_York,413,US,Hampshire
1033,Granby,MA,America/New_York,413,US,Hampshire
1034,Granville,MA,America/New_York,413,US,Hampden
1035,Hadley,MA,America/New_York,413,US,Hampshire
1036,Hampden,MA,America/New_York,413,US,Hampden
1037,Hardwick,MA,America/New_York,413,US,Worcester
1038,Hatfield,MA,America/New_York,413,US,Hampshire
1039,Haydenville,MA,America/New_York,413,US,Hampshire
1040,Holyoke,MA,America/New_York,413,US,Hampden
1041,Holyoke,MA,America/New_York,413,US,Hampden
1050,Huntington,MA,America/New_York,413,US,Hampshire
1053,Leeds,MA,America/New_York,413,US,Hampshire
1054,Leverett,MA,America/New_York,413,US,Franklin
1056,Ludlow,MA,America/New_York,413,US,Hampden
1057,Monson,MA,America/New_York,413,US,Hampden
1059,North Amherst,MA,America/New_York,413,US,Hampden
1060,Northampton,MA,America/New_York,413,US,Hampshire
1061,Northampton,MA,America/New_York,413,US,Hampshire
1062,Florence,MA,America/New_York,413,US,Hampshire
1063,Northampton,MA,America/New_York,413,US,Hampshire
1066,North Hatfield,MA,America/New_York,413,US,Hampshire
1068,Oakham,MA,America/New_York,"508,774",US,Worcester
1069,Palmer,MA,America/New_York,413,US,Hampden
1070,Plainfield,MA,America/New_York,413,US,Hampshire
1071,Russell,MA,America/New_York,413,US,Hampden
1072,Shutesbury,MA,America/New_York,413,US,Franklin
1073,Southampton,MA,America/New_York,413,US,Hampshire
1074,South Barre,MA,America/New_York,978,US,Worcester
1075,South Hadley,MA,America/New_York,413,US,Hampshire
1077,Southwick,MA,America/New_York,413,US,Hampden
1079,Thorndike,MA,America/New_York,413,US,Hampden
1080,Three Rivers,MA,America/New_York,413,US,Hampden
1081,Wales,MA,America/New_York,413,US,Hampden
1082,Ware,MA,America/New_York,413,US,Hampshire
1083,Warren,MA,America/New_York,413,US,Worcester
1084,West Chesterfield,MA,America/New_York,413,US,Hampshire
1085,Westfield,MA,America/New_York,413,US,Hampden
1086,Westfield,MA,America/New_York,413,US,Hampden
1088,West Hatfield,MA,America/New_York,413,US,Hampshire
1089,West Springfield,MA,America/New_York,413,US,Hampden
1090,West Springfield,MA,America/New_York,413,US,Hampden
1092,West Warren,MA,America/New_York,413,US,Worcester
1093,Whately,MA,America/New_York,413,US,Franklin
1094,Wheelwright,MA,America/New_York,413,US,Worcester
1095,Wilbraham,MA,America/New_York,413,US,Hampden
1096,Williamsburg,MA,America/New_York,413,US,Hampshire
1097,Woronoco,MA,America/New_York,413,US,Hampden
1098,Worthington,MA,America/New_York,413,US,Hampshire
1101,Springfield,MA,America/New_York,413,US,Hampshire
1102,Springfield,MA,America/New_York,413,US,Hampshire
1103,Springfield,MA,America/New_York,413,US,Hampden
1104,Springfield,MA,America/New_York,413,US,Hampden
1105,Springfield,MA,America/New_York,413,US,Hampden
1106,Longmeadow,MA,America/New_York,413,US,Hampden
1107,Springfield,MA,America/New_York,"860,413",US,Hampden
1108,Springfield,MA,America/New_York,413,US,Hampden
1109,Springfield,MA,America/New_York,413,US,Hampden
1111,Springfield,MA,America/New_York,413,US,Hampden
1115,Springfield,MA,America/New_York,413,US,Hampden
1116,Longmeadow,MA,America/New_York,413,US,Hampden
1118,Springfield,MA,America/New_York,413,US,Hampden
1119,Springfield,MA,America/New_York,413,US,Hampden
1128,Springfield,MA,America/New_York,413,US,Hampden
1129,Springfield,MA,America/New_York,413,US,Hampden
1133,Springfield,MA,America/New_York,413,US,Hampden
1138,Springfield,MA,America/New_York,413,US,Hampden
1139,Springfield,MA,America/New_York,413,US,Hampden
1144,Springfield,MA,America/New_York,413,US,Hampden
1151,Indian Orchard,MA,America/New_York,413,US,Hampden
1152,Springfield,MA,America/New_York,413,US,Hampden
1195,Springfield,MA,America/New_York,413,US,Hampden
1199,Springfield,MA,America/New_York,413,US,Hampden
1201,Pittsfield,MA,America/New_York,413,US,Berkshire
1202,Pittsfield,MA,America/New_York,413,US,Berkshire
1203,Pittsfield,MA,America/New_York,413,US,Berkshire
1220,Adams,MA,America/New_York,413,US,Berkshire
1222,Ashley Falls,MA,America/New_York,413,US,Berkshire
1223,Becket,MA,America/New_York,413,US,Berkshire
1224,Berkshire,MA,America/New_York,413,US,Berkshire
1225,Cheshire,MA,America/New_York,413,US,Berkshire
1226,Dalton,MA,America/New_York,413,US,Berkshire
1227,Dalton,MA,America/New_York,413,US,Berkshire
1229,Glendale,MA,America/New_York,413,US,Berkshire
1230,Great Barrington,MA,America/New_York,413,US,Berkshire
1235,Hinsdale,MA,America/New_York,413,US,Berkshire
1236,Housatonic,MA,America/New_York,413,US,Berkshire
1237,Lanesboro,MA,America/New_York,413,US,Berkshire
1238,Lee,MA,America/New_York,413,US,Berkshire
1240,Lenox,MA,America/New_York,413,US,Berkshire
1242,Lenox Dale,MA,America/New_York,413,US,Berkshire
1243,Middlefield,MA,America/New_York,413,US,Hampshire
1244,Mill River,MA,America/New_York,413,US,Berkshire
1245,Monterey,MA,America/New_York,413,US,Berkshire
1247,North Adams,MA,America/New_York,413,US,Berkshire
1252,North Egremont,MA,America/New_York,413,US,Berkshire
1253,Otis,MA,America/New_York,413,US,Berkshire
1254,Richmond,MA,America/New_York,413,US,Berkshire
1255,Sandisfield,MA,America/New_York,413,US,Berkshire
1256,Savoy,MA,America/New_York,413,US,Berkshire
1257,Sheffield,MA,America/New_York,413,US,Berkshire
1258,South Egremont,MA,America/New_York,413,US,Berkshire
1259,Southfield,MA,America/New_York,413,US,Berkshire
1260,South Lee,MA,America/New_York,413,US,Berkshire
1262,Stockbridge,MA,America/New_York,413,US,Berkshire
1263,Stockbridge,MA,America/New_York,413,US,Berkshire
1264,Tyringham,MA,America/New_York,413,US,Berkshire
1266,West Stockbridge,MA,America/New_York,413,US,Berkshire
1267,Williamstown,MA,America/New_York,413,US,Berkshire
1270,Windsor,MA,America/New_York,413,US,Berkshire
1301,Greenfield,MA,America/New_York,413,US,Franklin
1302,Greenfield,MA,America/New_York,413,US,Franklin
1330,Ashfield,MA,America/New_York,413,US,Franklin
1331,Athol,MA,America/New_York,978,US,Worcester
1337,Bernardston,MA,America/New_York,413,US,Franklin
1338,Buckland,MA,America/New_York,413,US,Franklin
1339,Charlemont,MA,America/New_York,413,US,Franklin
1340,Colrain,MA,America/New_York,413,US,Franklin
1341,Conway,MA,America/New_York,413,US,Franklin
1342,Deerfield,MA,America/New_York,413,US,Franklin
1343,Drury,MA,America/New_York,413,US,Berkshire
1344,Erving,MA,America/New_York,"413,978",US,Franklin
1346,Heath,MA,America/New_York,413,US,Franklin
1347,Lake Pleasant,MA,America/New_York,413,US,Franklin
1349,Millers Falls,MA,America/New_York,413,US,Franklin
1350,Monroe Bridge,MA,America/New_York,413,US,Franklin
1351,Montague,MA,America/New_York,413,US,Franklin
1354,Gill,MA,America/New_York,413,US,Franklin
1355,New Salem,MA,America/New_York,978,US,Franklin
1360,Northfield,MA,America/New_York,413,US,Franklin
1364,Orange,MA,America/New_York,978,US,Franklin
1366,Petersham,MA,America/New_York,978,US,Worcester
1367,Rowe,MA,America/New_York,413,US,Franklin
1368,Royalston,MA,America/New_York,978,US,Worcester
1370,Shelburne Falls,MA,America/New_York,413,US,Franklin
1373,South Deerfield,MA,America/New_York,413,US,Franklin
1375,Sunderland,MA,America/New_York,413,US,Franklin
1376,Turners Falls,MA,America/New_York,413,US,Franklin
1378,Warwick,MA,America/New_York,978,US,Franklin
1379,Wendell,MA,America/New_York,978,US,Franklin
1380,Wendell Depot,MA,America/New_York,,US,Franklin
1420,Fitchburg,MA,America/New_York,"978,617",US,Worcester
1430,Ashburnham,MA,America/New_York,978,US,Worcester
1431,Ashby,MA,America/New_York,978,US,Middlesex
1432,Ayer,MA,America/New_York,978,US,Middlesex
1434,Devens,MA,America/New_York,,US,Worcester
1436,Baldwinville,MA,America/New_York,978,US,Worcester
1438,East Templeton,MA,America/New_York,978,US,Worcester
1440,Gardner,MA,America/New_York,978,US,Worcester
1441,Westminster,MA,America/New_York,978,US,Worcester
1450,Groton,MA,America/New_York,978,US,Middlesex
1451,Harvard,MA,America/New_York,"978,617",US,Worcester
1452,Hubbardston,MA,America/New_York,978,US,Worcester
1453,Leominster,MA,America/New_York,"978,508",US,Worcester
1460,Littleton,MA,America/New_York,"978,508,781",US,Middlesex
1462,Lunenburg,MA,America/New_York,978,US,Worcester
1463,Pepperell,MA,America/New_York,978,US,Middlesex
1464,Shirley,MA,America/New_York,978,US,Middlesex
1467,Still River,MA,America/New_York,978,US,Worcester
1468,Templeton,MA,America/New_York,978,US,Worcester
1469,Townsend,MA,America/New_York,978,US,Middlesex
1470,Groton,MA,America/New_York,351,US,Middlesex
1471,Groton,MA,America/New_York,351,US,Middlesex
1472,West Groton,MA,America/New_York,978,US,Middlesex
1473,Westminster,MA,America/New_York,978,US,Worcester
1474,West Townsend,MA,America/New_York,978,US,Middlesex
1475,Winchendon,MA,America/New_York,978,US,Worcester
1477,Winchendon Springs,MA,America/New_York,,US,Worcester
1501,Auburn,MA,America/New_York,"508,774",US,Worcester
1503,Berlin,MA,America/New_York,978,US,Worcester
1504,Blackstone,MA,America/New_York,"508,774",US,Worcester
1505,Boylston,MA,America/New_York,"508,774",US,Worcester
1506,Brookfield,MA,America/New_York,"508,413",US,Worcester
1507,Charlton,MA,America/New_York,"508,774",US,Worcester
1508,Charlton City,MA,America/New_York,,US,Worcester
1509,Charlton Depot,MA,America/New_York,,US,Worcester
1510,Clinton,MA,America/New_York,"978,617",US,Worcester
1515,East Brookfield,MA,America/New_York,"508,774",US,Worcester
1516,Douglas,MA,America/New_York,"508,774",US,Worcester
1517,East Princeton,MA,America/New_York,,US,Worcester
1518,Fiskdale,MA,America/New_York,"508,774",US,Worcester
1519,Grafton,MA,America/New_York,"508,774",US,Worcester
1520,Holden,MA,America/New_York,"508,774",US,Worcester
1521,Holland,MA,America/New_York,"413,508",US,Hampden
1522,Jefferson,MA,America/New_York,508,US,Worcester
1523,Lancaster,MA,America/New_York,978,US,Worcester
1524,Leicester,MA,America/New_York,"508,774",US,Worcester
1525,Linwood,MA,America/New_York,508,US,Worcester
1526,Manchaug,MA,America/New_York,508,US,Worcester
1527,Millbury,MA,America/New_York,"508,774",US,Worcester
1529,Millville,MA,America/New_York,508,US,Worcester
1531,New Braintree,MA,America/New_York,"413,508,774",US,Worcester
1532,Northborough,MA,America/New_York,"508,774",US,Worcester
1534,Northbridge,MA,America/New_York,508,US,Worcester
1535,North Brookfield,MA,America/New_York,508,US,Worcester
1536,North Grafton,MA,America/New_York,508,US,Worcester
1537,North Oxford,MA,America/New_York,508,US,Worcester
1538,North Uxbridge,MA,America/New_York,508,US,Worcester
1540,Oxford,MA,America/New_York,508,US,Worcester
1541,Princeton,MA,America/New_York,978,US,Worcester
1542,Rochdale,MA,America/New_York,508,US,Worcester
1543,Rutland,MA,America/New_York,"508,774",US,Worcester
1545,Shrewsbury,MA,America/New_York,"508,774",US,Worcester
1546,Shrewsbury,MA,America/New_York,508,US,Worcester
1550,Southbridge,MA,America/New_York,"508,774",US,Worcester
1560,South Grafton,MA,America/New_York,508,US,Worcester
1561,South Lancaster,MA,America/New_York,978,US,Worcester
1562,Spencer,MA,America/New_York,"508,774",US,Worcester
1564,Sterling,MA,America/New_York,978,US,Worcester
1566,Sturbridge,MA,America/New_York,"508,774",US,Worcester
1568,Upton,MA,America/New_York,"508,774",US,Worcester
1569,Uxbridge,MA,America/New_York,"508,774",US,Worcester
1570,Webster,MA,America/New_York,"508,617,774",US,Worcester
1571,Dudley,MA,America/New_York,508,US,Worcester
1580,Westborough,MA,America/New_York,508,US,Worcester
1581,Westborough,MA,America/New_York,"508,617,774",US,Worcester
1582,Westborough,MA,America/New_York,508,US,Worcester
1583,West Boylston,MA,America/New_York,"508,978",US,Worcester
1585,West Brookfield,MA,America/New_York,"508,413",US,Worcester
1586,West Millbury,MA,America/New_York,,US,Worcester
1588,Whitinsville,MA,America/New_York,"508,774",US,Worcester
1590,Sutton,MA,America/New_York,508,US,Worcester
1601,Worcester,MA,America/New_York,508,US,Worcester
1602,Worcester,MA,America/New_York,508,US,Worcester
1603,Worcester,MA,America/New_York,508,US,Worcester
1604,Worcester,MA,America/New_York,508,US,Worcester
1605,Worcester,MA,America/New_York,508,US,Worcester
1606,Worcester,MA,America/New_York,508,US,Worcester
1607,Worcester,MA,America/New_York,508,US,Worcester
1608,Worcester,MA,America/New_York,"508,774,978",US,Worcester
1609,Worcester,MA,America/New_York,"508,774,978",US,Worcester
1610,Worcester,MA,America/New_York,"508,774",US,Worcester
1611,Cherry Valley,MA,America/New_York,508,US,Worcester
1612,Paxton,MA,America/New_York,508,US,Worcester
1613,Worcester,MA,America/New_York,508,US,Worcester
1614,Worcester,MA,America/New_York,508,US,Worcester
1615,Worcester,MA,America/New_York,508,US,Worcester
1653,Worcester,MA,America/New_York,508,US,Worcester
1654,Worcester,MA,America/New_York,508,US,Worcester
1655,Worcester,MA,America/New_York,508,US,Worcester
1701,Framingham,MA,America/New_York,"508,617,774,781,978",US,Middlesex
1702,Framingham,MA,America/New_York,508,US,Middlesex
1703,Framingham,MA,America/New_York,508,US,Middlesex
1704,Framingham,MA,America/New_York,508,US,Middlesex
1705,Framingham,MA,America/New_York,508,US,Middlesex
1718,Village Of Nagog Woods,MA,America/New_York,978,US,Middlesex
1719,Boxborough,MA,America/New_York,978,US,Middlesex
1720,Acton,MA,America/New_York,"978,508,617,781",US,Middlesex
1721,Ashland,MA,America/New_York,"508,617",US,Middlesex
1730,Bedford,MA,America/New_York,781,US,Middlesex
1731,Hanscom Afb,MA,America/New_York,781,US,Middlesex
1740,Bolton,MA,America/New_York,978,US,Worcester
1741,Carlisle,MA,America/New_York,978,US,Middlesex
1742,Concord,MA,America/New_York,"508,978",US,Middlesex
1745,Fayville,MA,America/New_York,508,US,Worcester
1746,Holliston,MA,America/New_York,"508,774",US,Middlesex
1747,Hopedale,MA,America/New_York,508,US,Worcester
1748,Hopkinton,MA,America/New_York,"508,774",US,Middlesex
1749,Hudson,MA,America/New_York,"508,978",US,Middlesex
1752,Marlborough,MA,America/New_York,"508,978,774",US,Middlesex
1754,Maynard,MA,America/New_York,978,US,Middlesex
1756,Mendon,MA,America/New_York,508,US,Worcester
1757,Milford,MA,America/New_York,"508,617,774",US,Worcester
1760,Natick,MA,America/New_York,"508,617",US,Middlesex
1770,Sherborn,MA,America/New_York,508,US,Middlesex
1772,Southborough,MA,America/New_York,"508,978",US,Worcester
1773,Lincoln,MA,America/New_York,"978,781",US,Middlesex
1775,Stow,MA,America/New_York,978,US,Middlesex
1776,Sudbury,MA,America/New_York,"508,978",US,Middlesex
1778,Wayland,MA,America/New_York,"508,978",US,Middlesex
1784,Woodville,MA,America/New_York,,US,Middlesex
1801,Woburn,MA,America/New_York,"508,781,978,339,617",US,Middlesex
1803,Burlington,MA,America/New_York,"617,781,508,978,339",US,Middlesex
1805,Burlington,MA,America/New_York,781,US,Middlesex
1806,Woburn,MA,America/New_York,339,US,Middlesex
1807,Woburn,MA,America/New_York,339,US,Middlesex
1808,Woburn,MA,America/New_York,339,US,Middlesex
1810,Andover,MA,America/New_York,"978,617,781",US,Essex
1812,Andover,MA,America/New_York,351,US,Essex
1813,Woburn,MA,America/New_York,339,US,Essex
1815,Woburn,MA,America/New_York,339,US,Essex
1821,Billerica,MA,America/New_York,"617,978",US,Middlesex
1822,Billerica,MA,America/New_York,351,US,Middlesex
1824,Chelmsford,MA,America/New_York,978,US,Middlesex
1826,Dracut,MA,America/New_York,"978,617",US,Middlesex
1827,Dunstable,MA,America/New_York,"978,617",US,Middlesex
1830,Haverhill,MA,America/New_York,978,US,Essex
1831,Haverhill,MA,America/New_York,978,US,Essex
1832,Haverhill,MA,America/New_York,"978,508",US,Essex
1833,Georgetown,MA,America/New_York,978,US,Essex
1834,Groveland,MA,America/New_York,978,US,Essex
1835,Haverhill,MA,America/New_York,978,US,Essex
1840,Lawrence,MA,America/New_York,978,US,Essex
1841,Lawrence,MA,America/New_York,"978,508",US,Essex
1842,Lawrence,MA,America/New_York,351,US,Essex
1843,Lawrence,MA,America/New_York,"978,508",US,Essex
1844,Methuen,MA,America/New_York,"781,978",US,Essex
1845,North Andover,MA,America/New_York,978,US,Essex
1850,Lowell,MA,America/New_York,978,US,Middlesex
1851,Lowell,MA,America/New_York,"508,978,617",US,Middlesex
1852,Lowell,MA,America/New_York,"508,978",US,Middlesex
1853,Lowell,MA,America/New_York,351,US,Middlesex
1854,Lowell,MA,America/New_York,978,US,Middlesex
1860,Merrimac,MA,America/New_York,978,US,Essex
1862,North Billerica,MA,America/New_York,"978,617,508",US,Middlesex
1863,North Chelmsford,MA,America/New_York,"978,617",US,Middlesex
1864,North Reading,MA,America/New_York,978,US,Middlesex
1865,Nutting Lake,MA,America/New_York,,US,Middlesex
1866,Pinehurst,MA,America/New_York,,US,Middlesex
1867,Reading,MA,America/New_York,"781,617",US,Middlesex
1876,Tewksbury,MA,America/New_York,"978,617",US,Middlesex
1879,Tyngsboro,MA,America/New_York,978,US,Middlesex
1880,Wakefield,MA,America/New_York,"617,781,339",US,Middlesex
1885,West Boxford,MA,America/New_York,,US,Middlesex
1886,Westford,MA,America/New_York,"978,508",US,Middlesex
1887,Wilmington,MA,America/New_York,"508,978,781,617",US,Middlesex
