zip,primary_city,state,timezone,area_codes,country,county
18237,Mcadoo,PA,America/New_York,570,US,Schuylkill
18239,Milnesville,PA,America/New_York,570,US,Luzerne
18240,Nesquehoning,PA,America/New_York,570,US,Carbon
18241,Nuremberg,PA,America/New_York,570,US,Schuylkill
18242,Oneida,PA,America/New_York,570,US,Schuylkill
18244,Parryville,PA,America/New_York,610,US,Carbon
18245,Quakake,PA,America/New_York,570,US,Schuylkill
18246,Rock Glen,PA,America/New_York,570,US,Luzerne
18247,Saint Johns,PA,America/New_York,570,US,Luzerne
18248,Sheppton,PA,America/New_York,570,US,Schuylkill
18249,Sugarloaf,PA,America/New_York,570,US,Luzerne
18250,Summit Hill,PA,America/New_York,570,US,Carbon
18251,Sybertsville,PA,America/New_York,570,US,Luzerne
18252,Tamaqua,PA,America/New_York,570,US,Schuylkill
18254,Tresckow,PA,America/New_York,570,US,Carbon
18255,Weatherly,PA,America/New_York,570,US,Carbon
18256,Weston,PA,America/New_York,570,US,Luzerne
18301,East Stroudsburg,PA,America/New_York,"570,610",US,Monroe
18302,East Stroudsburg,PA,America/New_York,570,US,Monroe
18320,Analomink,PA,America/New_York,570,US,Monroe
18321,Bartonsville,PA,America/New_York,570,US,Monroe
18322,Brodheadsville,PA,America/New_York,"570,610",US,Monroe
18323,Buck Hill Falls,PA,America/New_York,570,US,Monroe
18324,Bushkill,PA,America/New_York,570,US,Pike
18325,Canadensis,PA,America/New_York,570,US,Monroe
18326,Cresco,PA,America/New_York,570,US,Monroe
18327,Delaware Water Gap,PA,America/New_York,570,US,Monroe
18328,Dingmans Ferry,PA,America/New_York,570,US,Pike
18330,Effort,PA,America/New_York,"570,610",US,Monroe
18331,Gilbert,PA,America/New_York,"610,570",US,Monroe
18332,Henryville,PA,America/New_York,570,US,Monroe
18333,Kresgeville,PA,America/New_York,"610,570",US,Monroe
18334,Long Pond,PA,America/New_York,570,US,Monroe
18335,Marshalls Creek,PA,America/New_York,570,US,Monroe
18336,Matamoras,PA,America/New_York,570,US,Pike
18337,Milford,PA,America/New_York,570,US,Pike
18340,Millrift,PA,America/New_York,570,US,Pike
18341,Minisink Hills,PA,America/New_York,,US,Pike
18342,Mountainhome,PA,America/New_York,570,US,Monroe
18343,Mount Bethel,PA,America/New_York,"570,610",US,Northampton
18344,Mount Pocono,PA,America/New_York,570,US,Monroe
18346,Pocono Summit,PA,America/New_York,570,US,Monroe
18347,Pocono Lake,PA,America/New_York,570,US,Monroe
18348,Pocono Lake Preserve,PA,America/New_York,570,US,Monroe
18349,Pocono Manor,PA,America/New_York,,US,Monroe
18350,Pocono Pines,PA,America/New_York,570,US,Monroe
18351,Portland,PA,America/New_York,570,US,Northampton
18352,Reeders,PA,America/New_York,570,US,Monroe
18353,Saylorsburg,PA,America/New_York,"610,570",US,Monroe
18354,Sciota,PA,America/New_York,570,US,Monroe
18355,Scotrun,PA,America/New_York,570,US,Monroe
18356,Shawnee On Delaware,PA,America/New_York,570,US,Monroe
18357,Skytop,PA,America/New_York,570,US,Monroe
18360,Stroudsburg,PA,America/New_York,570,US,Monroe
18370,Swiftwater,PA,America/New_York,570,US,Monroe
18371,Tamiment,PA,America/New_York,570,US,Pike
18372,Tannersville,PA,America/New_York,570,US,Monroe
18373,Unity House,PA,America/New_York,570,US,Monroe
18403,Archbald,PA,America/New_York,570,US,Lackawanna
18405,Beach Lake,PA,America/New_York,570,US,Wayne
18407,Carbondale,PA,America/New_York,570,US,Lackawanna
18410,Chinchilla,PA,America/New_York,570,US,Lackawanna
18411,Clarks Summit,PA,America/New_York,570,US,Lackawanna
18413,Clifford,PA,America/New_York,570,US,Susquehanna
18414,Dalton,PA,America/New_York,570,US,Lackawanna
18415,Damascus,PA,America/New_York,570,US,Wayne
18416,Elmhurst,PA,America/New_York,570,US,Wayne
18417,Equinunk,PA,America/New_York,570,US,Wayne
18419,Factoryville,PA,America/New_York,570,US,Wyoming
18420,Fleetville,PA,America/New_York,570,US,Lackawanna
18421,Forest City,PA,America/New_York,570,US,Susquehanna
18424,Gouldsboro,PA,America/New_York,570,US,Lackawanna
18425,Greeley,PA,America/New_York,570,US,Pike
18426,Greentown,PA,America/New_York,570,US,Pike
18427,Hamlin,PA,America/New_York,570,US,Wayne
18428,Hawley,PA,America/New_York,570,US,Pike
18430,Herrick Center,PA,America/New_York,570,US,Susquehanna
18431,Honesdale,PA,America/New_York,570,US,Wayne
18433,Jermyn,PA,America/New_York,570,US,Lackawanna
18434,Jessup,PA,America/New_York,570,US,Lackawanna
18435,Lackawaxen,PA,America/New_York,570,US,Pike
18436,Lake Ariel,PA,America/New_York,570,US,Wayne
18437,Lake Como,PA,America/New_York,570,US,Wayne
18438,Lakeville,PA,America/New_York,570,US,Wayne
18439,Lakewood,PA,America/New_York,570,US,Wayne
18440,La Plume,PA,America/New_York,570,US,Wayne
18441,Lenoxville,PA,America/New_York,570,US,Susquehanna
18443,Milanville,PA,America/New_York,570,US,Wayne
18444,Moscow,PA,America/New_York,570,US,Lackawanna
18445,Newfoundland,PA,America/New_York,570,US,Wayne
18446,Nicholson,PA,America/New_York,570,US,Lackawanna
18447,Olyphant,PA,America/New_York,570,US,Lackawanna
18448,Olyphant,PA,America/New_York,570,US,Lackawanna
18449,Orson,PA,America/New_York,570,US,Lackawanna
18451,Paupack,PA,America/New_York,570,US,Pike
18452,Peckville,PA,America/New_York,570,US,Lackawanna
18453,Pleasant Mount,PA,America/New_York,570,US,Wayne
18454,Poyntelle,PA,America/New_York,570,US,Wayne
18455,Preston Park,PA,America/New_York,570,US,Wayne
18456,Prompton,PA,America/New_York,570,US,Wayne
18457,Rowland,PA,America/New_York,570,US,Pike
18458,Shohola,PA,America/New_York,570,US,Pike
18459,South Canaan,PA,America/New_York,570,US,Wayne
18460,South Sterling,PA,America/New_York,570,US,Wayne
18461,Starlight,PA,America/New_York,570,US,Wayne
18462,Starrucca,PA,America/New_York,570,US,Wayne
18463,Sterling,PA,America/New_York,570,US,Wayne
18464,Tafton,PA,America/New_York,570,US,Pike
18465,Thompson,PA,America/New_York,570,US,Susquehanna
18466,Tobyhanna,PA,America/New_York,570,US,Monroe
18469,Tyler Hill,PA,America/New_York,570,US,Wayne
18470,Union Dale,PA,America/New_York,570,US,Susquehanna
18471,Waverly,PA,America/New_York,570,US,Lackawanna
18472,Waymart,PA,America/New_York,570,US,Wayne
18473,White Mills,PA,America/New_York,570,US,Wayne
18501,Scranton,PA,America/New_York,570,US,Wayne
18502,Scranton,PA,America/New_York,570,US,Wayne
18503,Scranton,PA,America/New_York,570,US,Lackawanna
18504,Scranton,PA,America/New_York,570,US,Lackawanna
18505,Scranton,PA,America/New_York,570,US,Lackawanna
18507,Moosic,PA,America/New_York,"570,717",US,Lackawanna
18508,Scranton,PA,America/New_York,"717,570",US,Lackawanna
18509,Scranton,PA,America/New_York,570,US,Lackawanna
18510,Scranton,PA,America/New_York,570,US,Lackawanna
18512,Scranton,PA,America/New_York,570,US,Lackawanna
18514,Scranton,PA,America/New_York,570,US,Lackawanna
18515,Scranton,PA,America/New_York,570,US,Lackawanna
18517,Taylor,PA,America/New_York,570,US,Lackawanna
18518,Old Forge,PA,America/New_York,570,US,Lackawanna
18519,Scranton,PA,America/New_York,570,US,Lackawanna
18522,Scranton,PA,America/New_York,570,US,Lackawanna
18540,Scranton,PA,America/New_York,570,US,Lackawanna
18577,Scranton,PA,America/New_York,570,US,Lackawanna
18601,Beach Haven,PA,America/New_York,570,US,Lackawanna
18602,Bear Creek,PA,America/New_York,570,US,Luzerne
18603,Berwick,PA,America/New_York,570,US,Columbia
18610,Blakeslee,PA,America/New_York,570,US,Monroe
18611,Cambra,PA,America/New_York,570,US,Monroe
18612,Dallas,PA,America/New_York,"570,610",US,Luzerne
18614,Dushore,PA,America/New_York,570,US,Sullivan
18615,Falls,PA,America/New_York,570,US,Wyoming
18616,Forksville,PA,America/New_York,570,US,Sullivan
18617,Glen Lyon,PA,America/New_York,570,US,Luzerne
18618,Harveys Lake,PA,America/New_York,570,US,Luzerne
18619,Hillsgrove,PA,America/New_York,570,US,Sullivan
18621,Hunlock Creek,PA,America/New_York,570,US,Luzerne
18622,Huntington Mills,PA,America/New_York,570,US,Luzerne
18623,Laceyville,PA,America/New_York,570,US,Wyoming
18624,Lake Harmony,PA,America/New_York,570,US,Carbon
18625,Lake Winola,PA,America/New_York,570,US,Wyoming
18626,Laporte,PA,America/New_York,570,US,Sullivan
18627,Lehman,PA,America/New_York,570,US,Sullivan
18628,Lopez,PA,America/New_York,570,US,Sullivan
18629,Mehoopany,PA,America/New_York,570,US,Wyoming
18630,Meshoppen,PA,America/New_York,570,US,Wyoming
18631,Mifflinville,PA,America/New_York,570,US,Columbia
18632,Mildred,PA,America/New_York,570,US,Sullivan
18634,Nanticoke,PA,America/New_York,570,US,Luzerne
18635,Nescopeck,PA,America/New_York,570,US,Luzerne
18636,Noxen,PA,America/New_York,570,US,Wyoming
18640,Pittston,PA,America/New_York,570,US,Luzerne
18641,Pittston,PA,America/New_York,570,US,Luzerne
18642,Duryea,PA,America/New_York,570,US,Luzerne
18643,Pittston,PA,America/New_York,570,US,Luzerne
18644,Wyoming,PA,America/New_York,570,US,Luzerne
18651,Plymouth,PA,America/New_York,570,US,Luzerne
18653,Ransom,PA,America/New_York,570,US,Lackawanna
18654,Shawanese,PA,America/New_York,570,US,Lackawanna
18655,Shickshinny,PA,America/New_York,570,US,Luzerne
18656,Sweet Valley,PA,America/New_York,570,US,Luzerne
18657,Tunkhannock,PA,America/New_York,570,US,Wyoming
18660,Wapwallopen,PA,America/New_York,570,US,Luzerne
18661,White Haven,PA,America/New_York,570,US,Luzerne
18690,Dallas,PA,America/New_York,570,US,Luzerne
18701,Wilkes Barre,PA,America/New_York,570,US,Luzerne
18702,Wilkes Barre,PA,America/New_York,570,US,Luzerne
18703,Wilkes Barre,PA,America/New_York,570,US,Luzerne
18704,Kingston,PA,America/New_York,570,US,Luzerne
18705,Wilkes Barre,PA,America/New_York,570,US,Luzerne
18706,Wilkes Barre,PA,America/New_York,570,US,Luzerne
18707,Mountain Top,PA,America/New_York,570,US,Luzerne
18708,Shavertown,PA,America/New_York,570,US,Luzerne
18709,Luzerne,PA,America/New_York,570,US,Luzerne
18710,Wilkes Barre,PA,America/New_York,570,US,Luzerne
18711,Wilkes Barre,PA,America/New_York,570,US,Luzerne
18762,Wilkes Barre,PA,America/New_York,570,US,Luzerne
18764,Wilkes Barre,PA,America/New_York,570,US,Luzerne
18765,Wilkes Barre,PA,America/New_York,570,US,Luzerne
18766,Wilkes Barre,PA,America/New_York,570,US,Luzerne
18767,Wilkes Barre,PA,America/New_York,570,US,Luzerne
18769,Wilkes Barre,PA,America/New_York,570,US,Luzerne
18773,Wilkes Barre,PA,America/New_York,570,US,Luzerne
18801,Montrose,PA,America/New_York,570,US,Susquehanna
18810,Athens,PA,America/New_York,570,US,Bradford
18812,Brackney,PA,America/New_York,570,US,Susquehanna
18813,Brooklyn,PA,America/New_York,570,US,Susquehanna
18814,Burlington,PA,America/New_York,570,US,Bradford
18815,Camptown,PA,America/New_York,570,US,Bradford
18816,Dimock,PA,America/New_York,570,US,Susquehanna
18817,East Smithfield,PA,America/New_York,570,US,Bradford
18818,Friendsville,PA,America/New_York,570,US,Susquehanna
18820,Gibson,PA,America/New_York,570,US,Susquehanna
18821,Great Bend,PA,America/New_York,570,US,Susquehanna
18822,Hallstead,PA,America/New_York,570,US,Susquehanna
18823,Harford,PA,America/New_York,570,US,Susquehanna
18824,Hop Bottom,PA,America/New_York,570,US,Susquehanna
18825,Jackson,PA,America/New_York,570,US,Susquehanna
18826,Kingsley,PA,America/New_York,570,US,Susquehanna
18827,Lanesboro,PA,America/New_York,570,US,Susquehanna
18828,Lawton,PA,America/New_York,570,US,Susquehanna
18829,Le Raysville,PA,America/New_York,570,US,Bradford
18830,Little Meadows,PA,America/New_York,570,US,Susquehanna
18831,Milan,PA,America/New_York,570,US,Bradford
18832,Monroeton,PA,America/New_York,570,US,Bradford
18833,New Albany,PA,America/New_York,570,US,Bradford
18834,New Milford,PA,America/New_York,570,US,Susquehanna
18837,Rome,PA,America/New_York,570,US,Bradford
18840,Sayre,PA,America/New_York,570,US,Bradford
18842,South Gibson,PA,America/New_York,570,US,Susquehanna
18843,South Montrose,PA,America/New_York,570,US,Susquehanna
18844,Springville,PA,America/New_York,570,US,Susquehanna
18845,Stevensville,PA,America/New_York,570,US,Bradford
18846,Sugar Run,PA,America/New_York,570,US,Bradford
18847,Susquehanna,PA,America/New_York,570,US,Susquehanna
18848,Towanda,PA,America/New_York,570,US,Bradford
18850,Ulster,PA,America/New_York,570,US,Bradford
18851,Warren Center,PA,America/New_York,570,US,Bradford
18853,Wyalusing,PA,America/New_York,570,US,Bradford
18854,Wysox,PA,America/New_York,570,US,Bradford
18901,Doylestown,PA,America/New_York,"215,267,717",US,Bucks
18902,Doylestown,PA,America/New_York,215,US,Bucks
18910,Bedminster,PA,America/New_York,215,US,Bucks
18911,Blooming Glen,PA,America/New_York,215,US,Bucks
18912,Buckingham,PA,America/New_York,"215,267",US,Bucks
18913,Carversville,PA,America/New_York,"215,267",US,Bucks
18914,Chalfont,PA,America/New_York,215,US,Bucks
18915,Colmar,PA,America/New_York,215,US,Montgomery
18916,Danboro,PA,America/New_York,215,US,Montgomery
18917,Dublin,PA,America/New_York,"215,267",US,Bucks
18918,Earlington,PA,America/New_York,,US,Bucks
18920,Erwinna,PA,America/New_York,610,US,Bucks
18921,Ferndale,PA,America/New_York,610,US,Bucks
18922,Forest Grove,PA,America/New_York,,US,Bucks
18923,Fountainville,PA,America/New_York,"215,267",US,Bucks
18924,Franconia,PA,America/New_York,,US,Bucks
18925,Furlong,PA,America/New_York,"215,267",US,Bucks
18926,Gardenville,PA,America/New_York,,US,Bucks
18927,Hilltown,PA,America/New_York,,US,Bucks
18928,Holicong,PA,America/New_York,215,US,Bucks
18929,Jamison,PA,America/New_York,"215,267",US,Bucks
18930,Kintnersville,PA,America/New_York,"610,484",US,Bucks
18931,Lahaska,PA,America/New_York,215,US,Bucks
18932,Line Lexington,PA,America/New_York,"215,267",US,Bucks
18933,Lumberville,PA,America/New_York,"215,267",US,Bucks
18934,Mechanicsville,PA,America/New_York,215,US,Bucks
18935,Milford Square,PA,America/New_York,,US,Bucks
18936,Montgomeryville,PA,America/New_York,215,US,Montgomery
18938,New Hope,PA,America/New_York,"610,215,267",US,Bucks
18940,Newtown,PA,America/New_York,"215,267",US,Bucks
18942,Ottsville,PA,America/New_York,"215,610,267",US,Bucks
18943,Penns Park,PA,America/New_York,,US,Bucks
18944,Perkasie,PA,America/New_York,"215,267",US,Bucks
18946,Pineville,PA,America/New_York,215,US,Bucks
18947,Pipersville,PA,America/New_York,"215,267,610",US,Bucks
18949,Plumsteadville,PA,America/New_York,215,US,Bucks
18950,Point Pleasant,PA,America/New_York,215,US,Bucks
18951,Quakertown,PA,America/New_York,"215,267,484,610",US,Bucks
18953,Revere,PA,America/New_York,610,US,Bucks
18954,Richboro,PA,America/New_York,"215,267",US,Bucks
18955,Richlandtown,PA,America/New_York,"215,610",US,Bucks
18956,Rushland,PA,America/New_York,215,US,Bucks
18957,Salford,PA,America/New_York,,US,Bucks
18958,Salfordville,PA,America/New_York,,US,Bucks
18960,Sellersville,PA,America/New_York,215,US,Bucks
18962,Silverdale,PA,America/New_York,,US,Bucks
18963,Solebury,PA,America/New_York,"215,212",US,Bucks
18964,Souderton,PA,America/New_York,"267,215,610",US,Montgomery
18966,Southampton,PA,America/New_York,"215,267",US,Bucks
18968,Spinnerstown,PA,America/New_York,,US,Bucks
18969,Telford,PA,America/New_York,"215,267",US,Montgomery
18970,Trumbauersville,PA,America/New_York,,US,Bucks
18971,Tylersport,PA,America/New_York,,US,Bucks
18972,Upper Black Eddy,PA,America/New_York,"610,484",US,Bucks
18974,Warminster,PA,America/New_York,"215,267",US,Bucks
18976,Warrington,PA,America/New_York,"215,267",US,Bucks
18977,Washington Crossing,PA,America/New_York,215,US,Bucks
18979,Woxall,PA,America/New_York,215,US,Bucks
18980,Wycombe,PA,America/New_York,215,US,Bucks
18981,Zionhill,PA,America/New_York,,US,Bucks
18991,Warminster,PA,America/New_York,215,US,Bucks
19001,Abington,PA,America/New_York,"215,610,267",US,Montgomery
19002,Ambler,PA,America/New_York,"215,267",US,Montgomery
19003,Ardmore,PA,America/New_York,610,US,Montgomery
19004,Bala Cynwyd,PA,America/New_York,"267,610,215,484",US,Montgomery
19006,Huntingdon Valley,PA,America/New_York,"215,267,484",US,Montgomery
19007,Bristol,PA,America/New_York,"215,267",US,Bucks
19008,Broomall,PA,America/New_York,"484,610",US,Delaware
19009,Bryn Athyn,PA,America/New_York,215,US,Montgomery
19010,Bryn Mawr,PA,America/New_York,"484,610,215",US,Delaware
19012,Cheltenham,PA,America/New_York,"215,267",US,Montgomery
19013,Chester,PA,America/New_York,"215,610,484",US,Delaware
19014,Aston,PA,America/New_York,"484,610",US,Delaware
19015,Brookhaven,PA,America/New_York,610,US,Delaware
19016,Chester,PA,America/New_York,484,US,Delaware
19017,Chester Heights,PA,America/New_York,610,US,Delaware
19018,Clifton Heights,PA,America/New_York,"610,484,215",US,Delaware
19019,Philadelphia,PA,America/New_York,"215,610,484",US,Delaware
19020,Bensalem,PA,America/New_York,"215,267",US,Bucks
19021,Croydon,PA,America/New_York,215,US,Bucks
19022,Crum Lynne,PA,America/New_York,"484,610",US,Delaware
19023,Darby,PA,America/New_York,"610,484",US,Delaware
19025,Dresher,PA,America/New_York,"267,215",US,Montgomery
19026,Drexel Hill,PA,America/New_York,"610,484",US,Delaware
19027,Elkins Park,PA,America/New_York,215,US,Montgomery
19028,Edgemont,PA,America/New_York,484,US,Montgomery
19029,Essington,PA,America/New_York,610,US,Delaware
19030,Fairless Hills,PA,America/New_York,"215,267",US,Bucks
19031,Flourtown,PA,America/New_York,215,US,Montgomery
19032,Folcroft,PA,America/New_York,"484,610",US,Delaware
19033,Folsom,PA,America/New_York,"610,484",US,Delaware
19034,Fort Washington,PA,America/New_York,"215,267,610,484",US,Montgomery
19035,Gladwyne,PA,America/New_York,610,US,Montgomery
19036,Glenolden,PA,America/New_York,"610,484",US,Delaware
19037,Glen Riddle Lima,PA,America/New_York,484,US,Delaware
19038,Glenside,PA,America/New_York,"267,610,215",US,Montgomery
19039,Gradyville,PA,America/New_York,484,US,Montgomery
19040,Hatboro,PA,America/New_York,"215,267",US,Montgomery
19041,Haverford,PA,America/New_York,"610,484",US,Delaware
19043,Holmes,PA,America/New_York,"610,484",US,Delaware
19044,Horsham,PA,America/New_York,"215,267",US,Montgomery
19046,Jenkintown,PA,America/New_York,"215,267",US,Montgomery
19047,Langhorne,PA,America/New_York,"215,267",US,Bucks
19048,Fort Washington,PA,America/New_York,215,US,Bucks
19049,Fort Washington,PA,America/New_York,215,US,Bucks
19050,Lansdowne,PA,America/New_York,"215,610",US,Delaware
19052,Lenni,PA,America/New_York,484,US,Delaware
19053,Feasterville Trevose,PA,America/New_York,"215,610,267",US,Bucks
19054,Levittown,PA,America/New_York,"267,215",US,Bucks
19055,Levittown,PA,America/New_York,"215,267",US,Bucks
19056,Levittown,PA,America/New_York,"215,267",US,Bucks
19057,Levittown,PA,America/New_York,"267,215",US,Bucks
19058,Levittown,PA,America/New_York,267,US,Bucks
19060,Garnet Valley,PA,America/New_York,484,US,Delaware
19061,Marcus Hook,PA,America/New_York,"610,484",US,Delaware
19063,Media,PA,America/New_York,"484,610",US,Delaware
19064,Springfield,PA,America/New_York,610,US,Delaware
19065,Media,PA,America/New_York,484,US,Delaware
19066,Merion Station,PA,America/New_York,"610,215,484",US,Montgomery
19067,Morrisville,PA,America/New_York,"215,267",US,Bucks
19070,Morton,PA,America/New_York,"610,484",US,Delaware
19072,Narberth,PA,America/New_York,"610,215,484",US,Montgomery
19073,Newtown Square,PA,America/New_York,"610,215",US,Delaware
19074,Norwood,PA,America/New_York,"610,484",US,Delaware
19075,Oreland,PA,America/New_York,"215,610,267",US,Montgomery
19076,Prospect Park,PA,America/New_York,"610,484",US,Delaware
19078,Ridley Park,PA,America/New_York,"267,610,484",US,Delaware
19079,Sharon Hill,PA,America/New_York,"610,484",US,Delaware
19080,Wayne,PA,America/New_York,484,US,Delaware
19081,Swarthmore,PA,America/New_York,"484,610",US,Delaware
19082,Upper Darby,PA,America/New_York,"215,484,610",US,Delaware
19083,Havertown,PA,America/New_York,"610,484",US,Delaware
19085,Villanova,PA,America/New_York,"610,484",US,Delaware
19086,Wallingford,PA,America/New_York,"610,484",US,Delaware
19087,Wayne,PA,America/New_York,"215,610,484",US,Chester
19088,Wayne,PA,America/New_York,484,US,Chester
19089,Wayne,PA,America/New_York,484,US,Chester
19090,Willow Grove,PA,America/New_York,"215,267,610",US,Montgomery
19091,Media,PA,America/New_York,484,US,Montgomery
19092,Philadelphia,PA,America/New_York,215,US,Montgomery
19093,Philadelphia,PA,America/New_York,215,US,Montgomery
19094,Woodlyn,PA,America/New_York,"610,484",US,Delaware
19095,Wyncote,PA,America/New_York,"215,267",US,Montgomery
19096,Wynnewood,PA,America/New_York,"610,484",US,Montgomery
19098,Holmes,PA,America/New_York,484,US,Montgomery
19099,Philadelphia,PA,America/New_York,215,US,Montgomery
19101,Philadelphia,PA,America/New_York,"215,610,267",US,Montgomery
19102,Philadelphia,PA,America/New_York,"215,267,484,610",US,Philadelphia
19103,Philadelphia,PA,America/New_York,"215,267,610,212,484",US,Philadelphia
19104,Philadelphia,PA,America/New_York,"215,267,610",US,Philadelphia
19105,Philadelphia,PA,America/New_York,215,US,Philadelphia
19106,Philadelphia,PA,America/New_York,"267,484,215,610",US,Philadelphia
19107,Philadelphia,PA,America/New_York,"215,267,484",US,Philadelphia
19108,Philadelphia,PA,America/New_York,215,US,Philadelphia
19109,Philadelphia,PA,America/New_York,"215,267,610",US,Philadelphia
19110,Philadelphia,PA,America/New_York,"215,267,484,610",US,Philadelphia
19111,Philadelphia,PA,America/New_York,215,US,Philadelphia
19112,Philadelphia,PA,America/New_York,215,US,Philadelphia
19113,Philadelphia,PA,America/New_York,610,US,Delaware
19114,Philadelphia,PA,America/New_York,"215,267",US,Philadelphia
19115,Philadelphia,PA,America/New_York,"215,267",US,Philadelphia
19116,Philadelphia,PA,America/New_York,"215,267",US,Philadelphia
19118,Philadelphia,PA,America/New_York,"215,267",US,Philadelphia
19119,Philadelphia,PA,America/New_York,215,US,Philadelphia
19120,Philadelphia,PA,America/New_York,"215,267,610",US,Philadelphia
19121,Philadelphia,PA,America/New_York,"215,267",US,Philadelphia
19122,Philadelphia,PA,America/New_York,"215,610",US,Philadelphia
19123,Philadelphia,PA,America/New_York,"215,267,610,484",US,Philadelphia
19124,Philadelphia,PA,America/New_York,215,US,Philadelphia
19125,Philadelphia,PA,America/New_York,215,US,Philadelphia
19126,Philadelphia,PA,America/New_York,"610,215",US,Philadelphia
19127,Philadelphia,PA,America/New_York,"267,215,610",US,Philadelphia
19128,Philadelphia,PA,America/New_York,"215,267",US,Philadelphia
19129,Philadelphia,PA,America/New_York,215,US,Philadelphia
19130,Philadelphia,PA,America/New_York,"215,267,717,484,610",US,Philadelphia
19131,Philadelphia,PA,America/New_York,215,US,Philadelphia
19132,Philadelphia,PA,America/New_York,215,US,Philadelphia
19133,Philadelphia,PA,America/New_York,215,US,Philadelphia
19134,Philadelphia,PA,America/New_York,215,US,Philadelphia
19135,Philadelphia,PA,America/New_York,215,US,Philadelphia
19136,Philadelphia,PA,America/New_York,"215,267",US,Philadelphia
19137,Philadelphia,PA,America/New_York,215,US,Philadelphia
19138,Philadelphia,PA,America/New_York,"215,267",US,Philadelphia
19139,Philadelphia,PA,America/New_York,"215,267",US,Philadelphia
19140,Philadelphia,PA,America/New_York,215,US,Philadelphia
19141,Philadelphia,PA,America/New_York,215,US,Philadelphia
19142,Philadelphia,PA,America/New_York,215,US,Philadelphia
19143,Philadelphia,PA,America/New_York,"215,267",US,Philadelphia
19144,Philadelphia,PA,America/New_York,"215,610,267",US,Philadelphia
19145,Philadelphia,PA,America/New_York,"215,267",US,Philadelphia
19146,Philadelphia,PA,America/New_York,"215,267",US,Philadelphia
19147,Philadelphia,PA,America/New_York,"215,267",US,Philadelphia
19148,Philadelphia,PA,America/New_York,"267,215",US,Philadelphia
19149,Philadelphia,PA,America/New_York,215,US,Philadelphia
19150,Philadelphia,PA,America/New_York,215,US,Philadelphia
19151,Philadelphia,PA,America/New_York,"215,610",US,Philadelphia
19152,Philadelphia,PA,America/New_York,"267,215",US,Philadelphia
19153,Philadelphia,PA,America/New_York,215,US,Philadelphia
19154,Philadelphia,PA,America/New_York,"215,267",US,Philadelphia
19155,Philadelphia,PA,America/New_York,215,US,Philadelphia
19160,Philadelphia,PA,America/New_York,215,US,Philadelphia
19161,Philadelphia,PA,America/New_York,215,US,Philadelphia
19162,Philadelphia,PA,America/New_York,215,US,Philadelphia
19170,Philadelphia,PA,America/New_York,215,US,Philadelphia
19171,Philadelphia,PA,America/New_York,215,US,Philadelphia
19172,Philadelphia,PA,America/New_York,215,US,Philadelphia
19173,Philadelphia,PA,America/New_York,215,US,Philadelphia
19175,Philadelphia,PA,America/New_York,215,US,Philadelphia
19176,Philadelphia,PA,America/New_York,215,US,Philadelphia
19177,Philadelphia,PA,America/New_York,215,US,Philadelphia
19178,Philadelphia,PA,America/New_York,215,US,Philadelphia
19179,Philadelphia,PA,America/New_York,215,US,Philadelphia
19181,Philadelphia,PA,America/New_York,215,US,Philadelphia
19182,Philadelphia,PA,America/New_York,215,US,Philadelphia
19183,Philadelphia,PA,America/New_York,215,US,Philadelphia
19184,Philadelphia,PA,America/New_York,215,US,Philadelphia
19185,Philadelphia,PA,America/New_York,215,US,Philadelphia
19187,Philadelphia,PA,America/New_York,215,US,Philadelphia
19188,Philadelphia,PA,America/New_York,215,US,Philadelphia
19190,Philadelphia,PA,America/New_York,215,US,Philadelphia
19191,Philadelphia,PA,America/New_York,215,US,Philadelphia
19192,Philadelphia,PA,America/New_York,215,US,Philadelphia
19193,Philadelphia,PA,America/New_York,215,US,Philadelphia
19194,Philadelphia,PA,America/New_York,215,US,Philadelphia
19195,Philadelphia,PA,America/New_York,215,US,Philadelphia
19196,Philadelphia,PA,America/New_York,215,US,Philadelphia
19197,Philadelphia,PA,America/New_York,215,US,Philadelphia
19244,Philadelphia,PA,America/New_York,215,US,Philadelphia
19255,Philadelphia,PA,America/New_York,215,US,Philadelphia
19301,Paoli,PA,America/New_York,"610,484",US,Chester
19310,Atglen,PA,America/New_York,610,US,Chester
19311,Avondale,PA,America/New_York,"610,484",US,Chester
19312,Berwyn,PA,America/New_York,"610,484",US,Chester
19316,Brandamore,PA,America/New_York,610,US,Chester
19317,Chadds Ford,PA,America/New_York,"484,610",US,Delaware
19318,Chatham,PA,America/New_York,,US,Delaware
19319,Cheyney,PA,America/New_York,610,US,Delaware
19320,Coatesville,PA,America/New_York,"610,484",US,Chester
19330,Cochranville,PA,America/New_York,"610,717",US,Chester
19331,Concordville,PA,America/New_York,610,US,Chester
19333,Devon,PA,America/New_York,"610,215,484",US,Chester
19335,Downingtown,PA,America/New_York,"610,484",US,Chester
19339,Concordville,PA,America/New_York,484,US,Chester
19340,Concordville,PA,America/New_York,484,US,Chester
19341,Exton,PA,America/New_York,"215,484,610,717",US,Chester
19342,Glen Mills,PA,America/New_York,"302,610,484",US,Delaware
19343,Glenmoore,PA,America/New_York,"267,610,484",US,Chester
19344,Honey Brook,PA,America/New_York,"610,484",US,Chester
19345,Immaculata,PA,America/New_York,,US,Chester
19346,Kelton,PA,America/New_York,,US,Chester
19347,Kemblesville,PA,America/New_York,610,US,Chester
